record,code_region,Region,Annee,code_indicateur,Indicateur,code_type_uai,type_administration,code_sexe,Sexe,code_type_pers,type_personnel,etat_donnees,Valeur
5221,82,Rhône-Alpes,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,405.58
5222,82,Rhône-Alpes,2008,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,50.79
5223,82,Rhône-Alpes,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,107.89
5224,82,Rhône-Alpes,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,163.09
5225,82,Rhône-Alpes,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,5275.7
5226,82,Rhône-Alpes,2009,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,679.56
5227,82,Rhône-Alpes,2009,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,73.54
5228,82,Rhône-Alpes,2010,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,533.14
5229,82,Rhône-Alpes,2010,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,23.8
5230,82,Rhône-Alpes,2010,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,24.98
5231,82,Rhône-Alpes,2010,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1795.26
5232,82,Rhône-Alpes,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,49.5
5233,82,Rhône-Alpes,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,104.77
5234,82,Rhône-Alpes,2011,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,713.0
5235,82,Rhône-Alpes,2011,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,50.17
5236,82,Rhône-Alpes,2011,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,2229.93
5237,82,Rhône-Alpes,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1874.45
5238,82,Rhône-Alpes,2011,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,31.42
5239,82,Rhône-Alpes,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,60.85
5240,82,Rhône-Alpes,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,5539.47
5241,82,Rhône-Alpes,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,2307.62
5242,82,Rhône-Alpes,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,2397.4
5243,82,Rhône-Alpes,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,5.32
5244,82,Rhône-Alpes,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,1428.85
5245,82,Rhône-Alpes,2013,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,semi-definitif,15.77
5246,82,Rhône-Alpes,2013,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,semi-definitif,5.5
5247,83,Auvergne,2001,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.44
5248,83,Auvergne,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,876.9
5249,83,Auvergne,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,258.9
5250,83,Auvergne,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,351.6
5251,83,Auvergne,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,284.2
5252,83,Auvergne,2001,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.0
5253,83,Auvergne,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,42.7
5254,83,Auvergne,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,43.22
5255,83,Auvergne,2003,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.39
5256,83,Auvergne,2003,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.01
5257,83,Auvergne,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,145.9
5258,83,Auvergne,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,286.5
5259,83,Auvergne,2004,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,4.2
5260,83,Auvergne,2004,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,8.0
5261,83,Auvergne,2004,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,151.35
5262,83,Auvergne,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,267.38
5263,83,Auvergne,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,304.9
5264,83,Auvergne,2006,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.35
5265,83,Auvergne,2006,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,126.0
5266,83,Auvergne,2006,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,5.2
5267,83,Auvergne,2006,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,16.15
5268,83,Auvergne,2006,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,169.9
5269,83,Auvergne,2007,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,5.2
5270,83,Auvergne,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,384.0
5271,83,Auvergne,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,5.77
5272,83,Auvergne,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,21.9
5273,83,Auvergne,2008,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,86.31
5274,83,Auvergne,2008,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,190.7
5275,83,Auvergne,2009,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,4.32
5276,83,Auvergne,2010,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,101.14
5277,83,Auvergne,2010,dird,Depense interieure de R&D,2,EPST,,,,,definitif,93.66
5278,83,Auvergne,2010,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,7.31
5279,83,Auvergne,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,946.96
5280,83,Auvergne,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,385.5
5281,83,Auvergne,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,188.3
5282,83,Auvergne,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,276.91
5283,83,Auvergne,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,384.08
5284,83,Auvergne,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,287.81
5285,83,Auvergne,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,semi-definitif,3.78
5286,83,Auvergne,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,semi-definitif,1001.43
5287,83,Auvergne,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,298.92
5288,83,Auvergne,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,semi-definitif,0.4
5289,83,Auvergne,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,semi-definitif,0.4
5290,91,Languedoc-Roussillon,2001,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,2.0
5291,91,Languedoc-Roussillon,2002,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1918.51
5292,91,Languedoc-Roussillon,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1117.4
5293,91,Languedoc-Roussillon,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,2.5
5294,91,Languedoc-Roussillon,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,0.8
5295,91,Languedoc-Roussillon,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,5.07
5296,91,Languedoc-Roussillon,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,595.65
5297,91,Languedoc-Roussillon,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,507.44
5298,91,Languedoc-Roussillon,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.5
5299,91,Languedoc-Roussillon,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,2.4
5300,91,Languedoc-Roussillon,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,16.7
5301,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,110.48
5302,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,36.23
5303,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,940.75
5304,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,476.9
5305,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,52.35
5306,73,Midi-Pyrenees,2011,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,95.59
5307,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,109.17
5308,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,90.72
5309,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1224.15
5310,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,942.35
5311,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,226.11
5312,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,30.49
5313,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,semi-definitif,80.59
5314,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,semi-definitif,102.72
5315,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,1262.52
5316,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,semi-definitif,465.78
5317,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,semi-definitif,63.73
5318,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,semi-definitif,28.67
5319,74,Limousin,2001,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,35.05
5320,74,Limousin,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,135.2
5321,74,Limousin,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,9.0
5322,74,Limousin,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,9.0
5323,74,Limousin,2002,dird,Depense interieure de R&D,2,EPST,,,,,definitif,2.79
5324,74,Limousin,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,7.0
5325,74,Limousin,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,9.0
5326,74,Limousin,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,3.0
5327,74,Limousin,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
5328,74,Limousin,2005,dird,Depense interieure de R&D,2,EPST,,,,,definitif,3.12
5329,74,Limousin,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,62.46
5330,74,Limousin,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,13.0
5331,74,Limousin,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,10.8
5332,74,Limousin,2005,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,4.6
5333,74,Limousin,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,7.29
5334,74,Limousin,2006,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,43.63
5335,74,Limousin,2006,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,9.8
5336,74,Limousin,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,6.73
5337,74,Limousin,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,14.6
5338,74,Limousin,2007,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
5339,74,Limousin,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,4.57
5340,74,Limousin,2008,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,26.0
5341,74,Limousin,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,373.3
5342,74,Limousin,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,197.3
5343,74,Limousin,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,6.73
5344,74,Limousin,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,62.0
5345,74,Limousin,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,8.0
5346,74,Limousin,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,12.0
5347,74,Limousin,2010,dird,Depense interieure de R&D,2,EPST,,,,,definitif,7.63
5348,74,Limousin,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,64.0
5349,74,Limousin,2011,dird,Depense interieure de R&D,2,EPST,,,,,definitif,7.79
5350,74,Limousin,2011,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.18
5351,74,Limousin,2011,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,243.4
5352,74,Limousin,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,58.25
5353,74,Limousin,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,1.0
5354,74,Limousin,2013,dird,Depense interieure de R&D,2,EPST,,,,,semi-definitif,9.58
5355,74,Limousin,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,48.9
5356,74,Limousin,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,13.0
5357,82,Rhône-Alpes,2001,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,32.0
5358,82,Rhône-Alpes,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,1801.28
5359,82,Rhône-Alpes,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,790.1
5360,82,Rhône-Alpes,2001,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,295.5
5361,82,Rhône-Alpes,2001,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,34.0
5362,82,Rhône-Alpes,2002,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,16.85
5363,82,Rhône-Alpes,2002,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,5096.49
5364,82,Rhône-Alpes,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,785.2
5365,82,Rhône-Alpes,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,1113.9
5366,82,Rhône-Alpes,2002,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1133.98
5367,82,Rhône-Alpes,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,9.8
5368,82,Rhône-Alpes,2003,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,23.71
5369,82,Rhône-Alpes,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,780.5
5370,82,Rhône-Alpes,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,1081.67
5371,82,Rhône-Alpes,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,425.98
5372,82,Rhône-Alpes,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,2015.3
5373,82,Rhône-Alpes,2004,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,813.8
5374,82,Rhône-Alpes,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,708.48
5375,82,Rhône-Alpes,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,3.0
5376,82,Rhône-Alpes,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,229.14
5377,82,Rhône-Alpes,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,39.56
5378,82,Rhône-Alpes,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,26.01
5379,82,Rhône-Alpes,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,2006.79
5380,82,Rhône-Alpes,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,930.62
5381,82,Rhône-Alpes,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,875.8
5382,82,Rhône-Alpes,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,1145.04
5383,82,Rhône-Alpes,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1329.98
5384,82,Rhône-Alpes,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,704.78
5385,82,Rhône-Alpes,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,3.0
5386,82,Rhône-Alpes,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,41.21
5387,82,Rhône-Alpes,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,3881.29
5388,82,Rhône-Alpes,2006,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1404.09
5389,82,Rhône-Alpes,2006,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,18.9
5390,82,Rhône-Alpes,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,1140.19
5391,82,Rhône-Alpes,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1517.58
5392,82,Rhône-Alpes,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,399.21
5393,82,Rhône-Alpes,2007,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,84.2
5394,82,Rhône-Alpes,2008,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,989.02
5395,82,Rhône-Alpes,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1557.83
5396,82,Rhône-Alpes,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,37.61
5397,82,Rhône-Alpes,2009,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,485.01
5398,82,Rhône-Alpes,2009,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,26.45
5399,82,Rhône-Alpes,2009,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,181.96
5400,82,Rhône-Alpes,2009,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,23.0
5401,94,Corse,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,2.25
5402,94,Corse,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,1.5
5403,94,Corse,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,semi-definitif,59.3
5404,98,Non ventile,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1.0
5405,98,Non ventile,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,306.6
5406,98,Non ventile,2002,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,308.08
5407,98,Non ventile,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,138.0
5408,98,Non ventile,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,2.8
5409,98,Non ventile,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,4.0
5410,98,Non ventile,2003,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,0.19
5411,98,Non ventile,2003,pers,Effectifs de R&D,2,EPST,3,Non ventile,2,Soutien a la recherche,definitif,114.7
5412,98,Non ventile,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.0
5413,98,Non ventile,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,1834.65
5414,98,Non ventile,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,1.23
5415,98,Non ventile,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.0
5416,98,Non ventile,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.75
5417,98,Non ventile,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,1707.2
5418,98,Non ventile,2005,dird,Depense interieure de R&D,2,EPST,,,,,definitif,1.48
5419,98,Non ventile,2005,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.03
5420,98,Non ventile,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,314.06
5421,98,Non ventile,2005,pers,Effectifs de R&D,2,EPST,3,Non ventile,2,Soutien a la recherche,definitif,59.0
5422,98,Non ventile,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,1571.17
5423,98,Non ventile,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,2791.1
5424,98,Non ventile,2007,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,251.38
5425,98,Non ventile,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,85.4
5426,98,Non ventile,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,761.0
5427,98,Non ventile,2008,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,3.0
5428,98,Non ventile,2008,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.75
5429,98,Non ventile,2010,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,273.63
5430,98,Non ventile,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,685.1
5431,98,Non ventile,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1079.2
5432,98,Non ventile,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,655.5
5433,98,Non ventile,2012,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1296.8
5434,98,Non ventile,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,1212.6
5435,98,Non ventile,2013,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,semi-definitif,868.42
5436,99,etranger,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,108.5
5437,99,etranger,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,174.6
5438,99,etranger,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,167.41
5439,99,etranger,2012,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,1.05
5440,99,etranger,2013,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,semi-definitif,1.13
5441,99,etranger,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,semi-definitif,247.53
5442,73,Midi-Pyrenees,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
5443,73,Midi-Pyrenees,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
