rentree;Rentree universitaire;niv_geo;reg_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissemen;sexe;sexe_de_l_etudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2003;2003-04;Région;Bourgogne-Franche-Comté;UT;Universités de technologie (UT);PU;Établissements publics;2;Feminin;273.0;non;;oui;152.0;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2003;2003-04;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;362.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;123.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1245.0;non;;oui;1245.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;3744.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;1223.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;32771.0;oui;3628;oui;1508.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;UNIV;Universités;PU;Établissements publics;2;Feminin;31242.0;oui;3019;oui;88.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Normandie;UNIV;Universités;PU;Établissements publics;1;Masculin;23806.0;oui;3628;oui;263.0;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2003;2003-04;Région;Hauts-de-France;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;702.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Hauts-de-France;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;118.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Hauts-de-France;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;941.0;non;;oui;941.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Hauts-de-France;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;90697.0;oui;4261;oui;1755.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Hauts-de-France;UT;Universités de technologie (UT);PU;Établissements publics;2;Feminin;943.0;non;;oui;583.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Hauts-de-France;UT;Universités de technologie (UT);PU;Établissements publics;1;Masculin;2210.0;non;;oui;1448.0;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2003;2003-04;Région;Grand Est;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;79.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;40.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;734.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;2339.0;non;;oui;2339.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;8859.0;non;;oui;72.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;UNIV;Universités;PU;Établissements publics;2;Feminin;65592.0;oui;5024;oui;775.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Grand Est;UNIV;Universités;PU;Établissements publics;1;Masculin;54883.0;oui;7629;oui;1893.0;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2003;2003-04;Région;Pays de la Loire;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;806.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;896.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;390.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;380.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;3634.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;836.0;non;;oui;836.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;UNIV;Universités;PU;Établissements publics;2;Feminin;31607.0;oui;1922;oui;175.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Pays de la Loire;UNIV;Universités;PU;Établissements publics;1;Masculin;24523.0;oui;3261;oui;971.0;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2003;2003-04;Région;Bretagne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;157.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;522.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;620.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;545.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;463.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;165.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;97.0;non;;oui;97.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;664.0;non;;oui;664.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;3618.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;3682.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Bretagne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;9387.0;non;;oui;97.0;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2003;2003-04;Région;Nouvelle-Aquitaine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;64.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;3382.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;795.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;80.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;5520.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;892.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;3046.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;463.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;133.0;non;;oui;133.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;83669.0;oui;3785;oui;1127.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;9631.0;non;;oui;133.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2003;2003-04;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;2120.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;2321.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;533.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;71.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;1817.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;2152.0;non;;oui;2152.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;3940.0;non;;oui;3940.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Occitanie;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;2883.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;1194.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;4756.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;4779.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;2107.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;443.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;130374.0;oui;6135;oui;3753.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Auvergne-Rhône-Alpes;UNIV;Universités;PU;Établissements publics;2;Feminin;97541.0;oui;6135;oui;783.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1877.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;4519.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;16.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;158.0;non;;oui;158.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;77706.0;oui;3150;oui;675.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Provence-Alpes-Côte d'Azur;UNIV;Universités;PU;Établissements publics;1;Masculin;48106.0;oui;4508;oui;1673.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2003;2003-04;Région;Corse;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;42.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2003;2003-04;Région;Corse;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;48.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2003;2003-04;Région;Corse;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;200.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2003;2003-04;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;272.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2003;2003-04;Région;Corse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;71.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2003;2003-04;Région;Corse;UNIV;Universités;PU;Établissements publics;1;Masculin;1517.0;oui;195;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2004;2004-05;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;879.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2004;2004-05;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;115.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;ESPE;ESPE;PU;Établissements publics;2;Feminin;2181.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;2794.0;non;;oui;2794.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;4859.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;UNIV;Universités;PU;Établissements publics;1;Masculin;82198.0;oui;10662;oui;2378.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;217.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1351.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;1027.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;5377.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;52.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;1009.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;426.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;539.0;non;;oui;539.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;5419.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;UNIV;Universités;PU;Établissements publics;2;Feminin;56600.0;oui;3279;oui;669.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Corse;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;57.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;5.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;33.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;25.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;UNIV;Universités;PU;Établissements publics;1;Masculin;1659.0;oui;257;oui;43.0;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;;UNIV;Universités;PU;Établissements publics;2;Feminin;26.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R99;R99;;;
2013;2013-14;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;47.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2013;2013-14;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;24.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2013;2013-14;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;116.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2013;2013-14;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;3078.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2013;2013-14;Région;Guadeloupe;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;77.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2013;2013-14;Région;Martinique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;179.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2013;2013-14;Région;Martinique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;214.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2013;2013-14;Région;Martinique;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;18.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2013;2013-14;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;32.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2013;2013-14;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;26.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2013;2013-14;Région;Guyane;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;310.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2013;2013-14;Région;Guyane;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;209.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2013;2013-14;Région;La Réunion;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;165.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2013;2013-14;Région;La Réunion;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;97.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2013;2013-14;Région;La Réunion;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;153.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2013;2013-14;Région;La Réunion;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;95.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2013;2013-14;Région;La Réunion;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;276.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2013;2013-14;Région;Mayotte;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;92.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R06;R06;;;
2013;2013-14;Région;Mayotte;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;198.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R06;R06;;;
2013;2013-14;Région;Mayotte;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;778.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R06;R06;;;
2013;2013-14;Région;Île-de-France;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;9193.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;14501.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;579.0;non;;oui;158.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;13203.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;2094.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;3303.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;3481.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;ESPE;ESPE;PU;Établissements publics;1;Masculin;1080.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;18276.0;non;;oui;464.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;68382.0;non;;oui;3498.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;UNIV;Universités;PU;Établissements publics;2;Feminin;214704.0;oui;7446;oui;628.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Île-de-France;UNIV;Universités;PU;Établissements publics;1;Masculin;149744.0;oui;10372;oui;1992.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2013;2013-14;Région;Centre-Val de Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1314.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2013;2013-14;Région;Centre-Val de Loire;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;333.0;non;;oui;333.0;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2013;2013-14;Région;Bourgogne-Franche-Comté;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;501.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
